Datum;Binnengekomen bij Provider;Doorgeleid naar keuzemenu;Door beller opgehangen in menu;Automatisch behandeld in menu;Thema;Gekozen voor thema incl. doorverbindingen;In de wachtrij;Door beller opgehangen in de wachtrij;Geholpen door medewerker;Gemiddelde wachttijd (s);;
18/02/2019;;;;;OVERIG;4156,00;4066,00;493,00;3573,00;450;;
18/02/2019;;;;;INTERMEDIAIRS;3733,00;3733,00;67,00;3666,00;35;;
18/02/2019;;;;;BUITENLAND;3327,00;3264,00;787,00;2477,00;351;;
18/02/2019;;;;;DOUANE;339,00;339,00;15,00;324,00;26;;
19/02/2019;46392,00;46367,00;7071,00;2410,00;TOTAAL;47508,00;46612,00;3441,00;43171,00;179;;
19/02/2019;;;;;PARTICULIEREN;15415,00;14900,00;1385,00;13515,00;240;;
19/02/2019;;;;;TOESLAGEN;9999,00;9999,00;887,00;9112,00;214;;
19/02/2019;;;;;ONDERNEMINGEN;6912,00;6808,00;169,00;6639,00;64;;
19/02/2019;;;;;AUTO;4124,00;4114,00;79,00;4035,00;30;;
19/02/2019;;;;;INTERMEDIAIRS;4114,00;4111,00;63,00;4048,00;33;;
19/02/2019;;;;;OVERIG;3810,00;3548,00;491,00;3057,00;461;;
19/02/2019;;;;;BUITENLAND;2816,00;2814,00;341,00;2473,00;174;;
19/02/2019;;;;;DOUANE;318,00;318,00;26,00;292,00;89;;
20/02/2019;49652,00;49621,00;8679,00;2420,00;TOTAAL;46928,00;45007,00;6020,00;38987,00;320;;
20/02/2019;;;;;TOESLAGEN;14276,00;13789,00;2785,00;11004,00;529;;
20/02/2019;;;;;PARTICULIEREN;13067,00;12490,00;1999,00;10491,00;380;;
20/02/2019;;;;;ONDERNEMINGEN;6049,00;5917,00;185,00;5732,00;85;;
20/02/2019;;;;;OVERIG;3733,00;3079,00;437,00;2642,00;474;;
20/02/2019;;;;;INTERMEDIAIRS;3610,00;3539,00;130,00;3409,00;102;;
20/02/2019;;;;;AUTO;3182,00;3182,00;58,00;3124,00;24;;
20/02/2019;;;;;BUITENLAND;2707,00;2707,00;405,00;2302,00;205;;
20/02/2019;;;;;DOUANE;304,00;304,00;21,00;283,00;49;;
21/02/2019;45702,00;45686,00;6746,00;2310,00;TOTAAL;46489,00;45623,00;3741,00;41882,00;212;;
21/02/2019;;;;;PARTICULIEREN;13145,00;12850,00;1199,00;11651,00;231;;
21/02/2019;;;;;TOESLAGEN;12266,00;12196,00;1408,00;10788,00;304;;
21/02/2019;;;;;ONDERNEMINGEN;7065,00;6751,00;281,00;6470,00;135;;
21/02/2019;;;;;INTERMEDIAIRS;3900,00;3791,00;123,00;3668,00;78;;
21/02/2019;;;;;OVERIG;3661,00;3593,00;381,00;3212,00;395;;
21/02/2019;;;;;AUTO;3524,00;3518,00;71,00;3447,00;38;;
21/02/2019;;;;;BUITENLAND;2610,00;2606,00;269,00;2337,00;148;;
21/02/2019;;;;;DOUANE;318,00;318,00;9,00;309,00;23;;
22/02/2019;39947,00;39929,00;6279,00;1986,00;TOTAAL;39973,00;39056,00;3874,00;35182,00;247;;
22/02/2019;;;;;PARTICULIEREN;11795,00;11613,00;1357,00;10256,00;309;;
22/02/2019;;;;;TOESLAGEN;8465,00;8465,00;876,00;7589,00;275;;
22/02/2019;;;;;ONDERNEMINGEN;6250,00;6010,00;314,00;5696,00;154;;
22/02/2019;;;;;AUTO;3985,00;3952,00;67,00;3885,00;27;;
22/02/2019;;;;;INTERMEDIAIRS;3570,00;3509,00;172,00;3337,00;132;;
22/02/2019;;;;;OVERIG;2992,00;2680,00;383,00;2297,00;527;;
22/02/2019;;;;;BUITENLAND;2635,00;2548,00;660,00;1888,00;389;;
22/02/2019;;;;;DOUANE;281,00;279,00;45,00;234,00;212;;
25/02/2019;59039,00;58988,00;9013,00;3256,00;TOTAAL;58743,00;56990,00;4842,00;52148,00;211;;
25/02/2019;;;;;PARTICULIEREN;17942,00;17717,00;1171,00;16546,00;162;;
25/02/2019;;;;;ONDERNEMINGEN;11887,00;10452,00;1315,00;9137,00;412;;
25/02/2019;;;;;TOESLAGEN;10648,00;10648,00;775,00;9873,00;165;;
25/02/2019;;;;;OVERIG;4914,00;4838,00;536,00;4302,00;359;;
25/02/2019;;;;;INTERMEDIAIRS;4709,00;4709,00;153,00;4556,00;92;;
25/02/2019;;;;;AUTO;4362,00;4362,00;55,00;4307,00;16;;
25/02/2019;;;;;BUITENLAND;3963,00;3946,00;817,00;3129,00;285;;
25/02/2019;;;;;DOUANE;318,00;318,00;20,00;298,00;49;;
26/02/2019;50793,00;50769,00;6990,00;2690,00;TOTAAL;52470,00;50265,00;2178,00;48087,00;107;;
26/02/2019;;;;;PARTICULIEREN;14417,00;14417,00;250,00;14167,00;33;;
26/02/2019;;;;;ONDERNEMINGEN;12548,00;10512,00;1002,00;9510,00;281;;
26/02/2019;;;;;TOESLAGEN;8706,00;8706,00;134,00;8572,00;19;;
26/02/2019;;;;;INTERMEDIAIRS;4917,00;4874,00;159,00;4715,00;91;;
26/02/2019;;;;;AUTO;4181,00;4180,00;50,00;4130,00;12;;
26/02/2019;;;;;OVERIG;4117,00;3993,00;416,00;3577,00;322;;
26/02/2019;;;;;BUITENLAND;3224,00;3224,00;147,00;3077,00;60;;
26/02/2019;;;;;DOUANE;360,00;359,00;20,00;339,00;49;;
27/02/2019;52592,00;52568,00;7553,00;2669,00;TOTAAL;52519,00;47211,00;3138,00;44073,00;165;;
27/02/2019;;;;;PARTICULIEREN;13875,00;13821,00;439,00;13382,00;78;;
27/02/2019;;;;;ONDERNEMINGEN;13169,00;9003,00;1090,00;7913,00;403;;
27/02/2019;;;;;TOESLAGEN;8126,00;8126,00;161,00;7965,00;26;;
27/02/2019;;;;;INTERMEDIAIRS;5449,00;4731,00;356,00;4375,00;192;;
27/02/2019;;;;;AUTO;4366,00;4366,00;72,00;4294,00;18;;
27/02/2019;;;;;OVERIG;3894,00;3529,00;482,00;3047,00;414;;
27/02/2019;;;;;BUITENLAND;3332,00;3328,00;497,00;2831,00;214;;
27/02/2019;;;;;DOUANE;308,00;307,00;41,00;266,00;105;;
28/02/2019;50629,00;50608,00;7167,00;3017,00;TOTAAL;50818,00;46913,00;2519,00;44394,00;137;;
28/02/2019;;;;;PARTICULIEREN;14147,00;14147,00;217,00;13930,00;27;;
28/02/2019;;;;;ONDERNEMINGEN;11682,00;8945,00;996,00;7949,00;375;;
28/02/2019;;;;;TOESLAGEN;7736,00;7736,00;111,00;7625,00;16;;
28/02/2019;;;;;INTERMEDIAIRS;5740,00;4676,00;345,00;4331,00;197;;
28/02/2019;;;;;AUTO;4008,00;4008,00;47,00;3961,00;16;;
28/02/2019;;;;;OVERIG;3844,00;3756,00;388,00;3368,00;352;;
28/02/2019;;;;;BUITENLAND;3316,00;3316,00;379,00;2937,00;160;;
28/02/2019;;;;;DOUANE;345,00;329,00;36,00;293,00;125;;
01/03/2019;68765,00;68741,00;11037,00;10033,00;TOTAAL;61348,00;56828,00;6332,00;50496,00;277;;
01/03/2019;;;;;PARTICULIEREN;28093,00;26557,00;3584,00;22973,00;359;;
01/03/2019;;;;;ONDERNEMINGEN;9346,00;7427,00;826,00;6601,00;408;;
01/03/2019;;;;;TOESLAGEN;7451,00;7451,00;128,00;7323,00;12;;
01/03/2019;;;;;INTERMEDIAIRS;4549,00;3636,00;293,00;3343,00;213;;
01/03/2019;;;;;AUTO;4030,00;4030,00;71,00;3959,00;16;;
01/03/2019;;;;;OVERIG;3852,00;3785,00;342,00;3443,00;283;;
01/03/2019;;;;;BUITENLAND;3746,00;3663,00;1065,00;2598,00;462;;
01/03/2019;;;;;DOUANE;281,00;279,00;23,00;256,00;60;;
04/03/2019;87652,00;87621,00;13884,00;9931,00;TOTAAL;80729,00;70312,00;8680,00;61632,00;322;;
04/03/2019;;;;;PARTICULIEREN;39702,00;31850,00;4810,00;27040,00;448;;
04/03/2019;;;;;ONDERNEMINGEN;10995,00;9533,00;1010,00;8523,00;393;;
04/03/2019;;;;;TOESLAGEN;9887,00;9887,00;243,00;9644,00;38;;
04/03/2019;;;;;OVERIG;5538,00;5391,00;483,00;4908,00;299;;
04/03/2019;;;;;BUITENLAND;5374,00;4811,00;1680,00;3131,00;535;;
04/03/2019;;;;;AUTO;4430,00;4420,00;134,00;4286,00;27;;
04/03/2019;;;;;INTERMEDIAIRS;4420,00;4058,00;261,00;3797,00;178;;
04/03/2019;;;;;DOUANE;383,00;362,00;59,00;303,00;199;;
05/03/2019;61929,00;61890,00;7991,00;5068,00;TOTAAL;65393,00;63525,00;4327,00;59198,00;168;;
05/03/2019;;;;;PARTICULIEREN;28926,00;28174,00;1363,00;26811,00;152;;
05/03/2019;;;;;ONDERNEMINGEN;9672,00;9223,00;870,00;8353,00;322;;
05/03/2019;;;;;TOESLAGEN;8594,00;8594,00;120,00;8474,00;16;;
05/03/2019;;;;;INTERMEDIAIRS;4805,00;4741,00;215,00;4526,00;126;;
05/03/2019;;;;;BUITENLAND;4669,00;4093,00;1399,00;2694,00;531;;
05/03/2019;;;;;OVERIG;4650,00;4629,00;274,00;4355,00;221;;
05/03/2019;;;;;AUTO;3736,00;3736,00;57,00;3679,00;15;;
05/03/2019;;;;;DOUANE;341,00;335,00;29,00;306,00;94;;
06/03/2019;56142,00;56111,00;7756,00;4066,00;TOTAAL;59038,00;58112,00;4852,00;53260,00;204;;
06/03/2019;;;;;PARTICULIEREN;25465,00;24994,00;2273,00;22721,00;256;;
06/03/2019;;;;;ONDERNEMINGEN;8809,00;8572,00;617,00;7955,00;276;;
06/03/2019;;;;;TOESLAGEN;8088,00;8088,00;107,00;7981,00;11;;
06/03/2019;;;;;INTERMEDIAIRS;4355,00;4329,00;190,00;4139,00;121;;
06/03/2019;;;;;BUITENLAND;4126,00;3975,00;1287,00;2688,00;435;;
06/03/2019;;;;;OVERIG;4113,00;4101,00;278,00;3823,00;256;;
06/03/2019;;;;;AUTO;3752,00;3724,00;65,00;3659,00;28;;
06/03/2019;;;;;DOUANE;330,00;329,00;35,00;294,00;59;;
07/03/2019;50050,00;50027,00;6335,00;3586,00;TOTAAL;54496,00;53661,00;2720,00;50941,00;120;;
07/03/2019;;;;;PARTICULIEREN;22190,00;21928,00;870,00;21058,00;122;;
07/03/2019;;;;;ONDERNEMINGEN;8737,00;8548,00;448,00;8100,00;171;;
07/03/2019;;;;;TOESLAGEN;7519,00;7519,00;77,00;7442,00;8;;
07/03/2019;;;;;INTERMEDIAIRS;4713,00;4566,00;192,00;4374,00;120;;
07/03/2019;;;;;OVERIG;4013,00;3965,00;124,00;3841,00;116;;
07/03/2019;;;;;BUITENLAND;3763,00;3746,00;896,00;2850,00;331;;
07/03/2019;;;;;AUTO;3224,00;3052,00;99,00;2953,00;57;;
07/03/2019;;;;;DOUANE;337,00;337,00;14,00;323,00;54;;
08/03/2019;41981,00;41947,00;5225,00;2780,00;TOTAAL;46399,00;46129,00;2051,00;44078,00;113;;
08/03/2019;;;;;PARTICULIEREN;18536,00;18536,00;545,00;17991,00;101;;
08/03/2019;;;;;ONDERNEMINGEN;7504,00;7460,00;325,00;7135,00;150;;
08/03/2019;;;;;TOESLAGEN;6113,00;6113,00;114,00;5999,00;9;;
08/03/2019;;;;;INTERMEDIAIRS;3957,00;3851,00;121,00;3730,00;88;;
08/03/2019;;;;;OVERIG;3538,00;3492,00;295,00;3197,00;260;;
08/03/2019;;;;;AUTO;3423,00;3359,00;91,00;3268,00;48;;
08/03/2019;;;;;BUITENLAND;3025,00;3019,00;545,00;2474,00;274;;
08/03/2019;;;;;DOUANE;303,00;299,00;15,00;284,00;65;;
11/03/2019;70523,00;70481,00;10078,00;4944,00;TOTAAL;71992,00;68436,00;5814,00;62622,00;212;;
11/03/2019;;;;;PARTICULIEREN;30464,00;29550,00;2423,00;27127,00;242;;
11/03/2019;;;;;ONDERNEMINGEN;11452,00;9914,00;905,00;9009,00;327;;
11/03/2019;;;;;TOESLAGEN;9757,00;9757,00;188,00;9569,00;34;;
11/03/2019;;;;;OVERIG;5310,00;5166,00;471,00;4695,00;281;;
11/03/2019;;;;;BUITENLAND;5262,00;4317,00;1543,00;2774,00;580;;
11/03/2019;;;;;INTERMEDIAIRS;5034,00;5034,00;125,00;4909,00;67;;
11/03/2019;;;;;AUTO;4367,00;4354,00;132,00;4222,00;46;;
11/03/2019;;;;;DOUANE;346,00;344,00;27,00;317,00;79;;
12/03/2019;53190,00;53169,00;6158,00;3386,00;TOTAAL;58499,00;57371,00;2707,00;54664,00;91;;
12/03/2019;;;;;PARTICULIEREN;22524,00;22378,00;405,00;21973,00;61;;
12/03/2019;;;;;ONDERNEMINGEN;9569,00;9112,00;456,00;8656,00;150;;
12/03/2019;;;;;TOESLAGEN;8303,00;8303,00;98,00;8205,00;7;;
12/03/2019;;;;;INTERMEDIAIRS;5116,00;5116,00;108,00;5008,00;37;;
12/03/2019;;;;;BUITENLAND;4457,00;4004,00;1299,00;2705,00;477;;
12/03/2019;;;;;OVERIG;4420,00;4383,00;140,00;4243,00;115;;
12/03/2019;;;;;AUTO;3707,00;3672,00;170,00;3502,00;79;;
12/03/2019;;;;;DOUANE;403,00;403,00;31,00;372,00;46;;
13/03/2019;48780,00;48751,00;7459,00;3030,00;TOTAAL;51171,00;50574,00;3460,00;47114,00;152;;
13/03/2019;;;;;PARTICULIEREN;20864,00;20589,00;1478,00;19111,00;195;;
13/03/2019;;;;;ONDERNEMINGEN;7692,00;7687,00;265,00;7422,00;111;;
13/03/2019;;;;;TOESLAGEN;7221,00;7221,00;104,00;7117,00;13;;
13/03/2019;;;;;INTERMEDIAIRS;4225,00;4224,00;60,00;4164,00;20;;
13/03/2019;;;;;OVERIG;3935,00;3837,00;364,00;3473,00;328;;
13/03/2019;;;;;BUITENLAND;3779,00;3596,00;1089,00;2507,00;448;;
13/03/2019;;;;;AUTO;3136,00;3103,00;78,00;3025,00;42;;
13/03/2019;;;;;DOUANE;319,00;317,00;22,00;295,00;59;;
14/03/2019;49170,00;49137,00;7759,00;2798,00;TOTAAL;50674,00;49499,00;3672,00;45827,00;157;;
14/03/2019;;;;;PARTICULIEREN;19445,00;18889,00;1486,00;17403,00;186;;
14/03/2019;;;;;TOESLAGEN;8520,00;8520,00;323,00;8197,00;82;;
14/03/2019;;;;;ONDERNEMINGEN;7281,00;6920,00;424,00;6496,00;191;;
14/03/2019;;;;;INTERMEDIAIRS;4482,00;4474,00;127,00;4347,00;44;;
14/03/2019;;;;;OVERIG;3918,00;3880,00;165,00;3715,00;171;;
14/03/2019;;;;;BUITENLAND;3693,00;3507,00;1029,00;2478,00;431;;
14/03/2019;;;;;AUTO;2996,00;2972,00;92,00;2880,00;44;;
14/03/2019;;;;;DOUANE;339,00;337,00;26,00;311,00;79;;
15/03/2019;43399,00;43371,00;6701,00;2244,00;TOTAAL;45889,00;45329,00;2985,00;42344,00;141;;
15/03/2019;;;;;PARTICULIEREN;18124,00;18100,00;1116,00;16984,00;169;;
15/03/2019;;;;;TOESLAGEN;7387,00;7387,00;82,00;7305,00;10;;
15/03/2019;;;;;ONDERNEMINGEN;6111,00;5856,00;300,00;5556,00;170;;
15/03/2019;;;;;INTERMEDIAIRS;3812,00;3811,00;98,00;3713,00;39;;
15/03/2019;;;;;BUITENLAND;3496,00;3315,00;1051,00;2264,00;477;;
15/03/2019;;;;;OVERIG;3394,00;3322,00;220,00;3102,00;235;;
15/03/2019;;;;;AUTO;3238,00;3213,00;92,00;3121,00;38;;
15/03/2019;;;;;DOUANE;327,00;325,00;26,00;299,00;43;;
18/03/2019;58770,00;58694,00;9370,00;3494,00;TOTAAL;61087,00;60559,00;3893,00;56666,00;105;;
18/03/2019;;;;;PARTICULIEREN;23799,00;23799,00;963,00;22836,00;97;;
18/03/2019;;;;;TOESLAGEN;10117,00;10117,00;387,00;9730,00;43;;
18/03/2019;;;;;ONDERNEMINGEN;7886,00;7881,00;231,00;7650,00;99;;
18/03/2019;;;;;OVERIG;5350,00;5310,00;464,00;4846,00;137;;
18/03/2019;;;;;BUITENLAND;5074,00;4597,00;1584,00;3013,00;495;;
18/03/2019;;;;;INTERMEDIAIRS;4416,00;4416,00;68,00;4348,00;14;;
18/03/2019;;;;;AUTO;4091,00;4091,00;178,00;3913,00;81;;
18/03/2019;;;;;DOUANE;354,00;348,00;18,00;330,00;53;;
19/03/2019;55386,00;55359,00;8589,00;2851,00;TOTAAL;58067,00;57225,00;2979,00;54246,00;96;;
19/03/2019;;;;;PARTICULIEREN;22371,00;22153,00;727,00;21426,00;83;;
19/03/2019;;;;;TOESLAGEN;9891,00;9891,00;270,00;9621,00;28;;
19/03/2019;;;;;ONDERNEMINGEN;8697,00;8405,00;411,00;7994,00;141;;
19/03/2019;;;;;INTERMEDIAIRS;4880,00;4879,00;81,00;4798,00;31;;
19/03/2019;;;;;OVERIG;4268,00;4256,00;125,00;4131,00;111;;
19/03/2019;;;;;BUITENLAND;4097,00;3800,00;1211,00;2589,00;460;;
19/03/2019;;;;;AUTO;3553,00;3531,00;142,00;3389,00;73;;
19/03/2019;;;;;DOUANE;310,00;310,00;12,00;298,00;36;;
20/03/2019;59451,00;59382,00;9561,00;2782,00;TOTAAL;59896,00;58957,00;5090,00;53867,00;183;;
20/03/2019;;;;;PARTICULIEREN;20342,00;19968,00;1592,00;18376,00;208;;
20/03/2019;;;;;TOESLAGEN;14351,00;14308,00;1284,00;13024,00;225;;
20/03/2019;;;;;ONDERNEMINGEN;8278,00;8250,00;227,00;8023,00;77;;
20/03/2019;;;;;INTERMEDIAIRS;4656,00;4656,00;86,00;4570,00;31;;
20/03/2019;;;;;BUITENLAND;4348,00;3923,00;1568,00;2355,00;608;;
20/03/2019;;;;;OVERIG;4085,00;4056,00;179,00;3877,00;180;;
20/03/2019;;;;;AUTO;3510,00;3475,00;100,00;3375,00;51;;
20/03/2019;;;;;DOUANE;326,00;321,00;54,00;267,00;74;;
21/03/2019;48416,00;48385,00;5938,00;2173,00;TOTAAL;52722,00;51107,00;1990,00;49117,00;75;;
21/03/2019;;;;;PARTICULIEREN;17181,00;17181,00;253,00;16928,00;32;;
21/03/2019;;;;;ONDERNEMINGEN;10095,00;8647,00;532,00;8115,00;184;;
21/03/2019;;;;;TOESLAGEN;9670,00;9670,00;104,00;9566,00;8;;
21/03/2019;;;;;INTERMEDIAIRS;4942,00;4869,00;111,00;4758,00;52;;
21/03/2019;;;;;OVERIG;3701,00;3682,00;80,00;3602,00;83;;
21/03/2019;;;;;BUITENLAND;3566,00;3537,00;749,00;2788,00;293;;
21/03/2019;;;;;AUTO;3260,00;3219,00;127,00;3092,00;63;;
21/03/2019;;;;;DOUANE;307,00;302,00;34,00;268,00;63;;
22/03/2019;40522,00;40501,00;5038,00;1893,00;TOTAAL;44502,00;43954,00;1515,00;42439,00;85;;
22/03/2019;;;;;PARTICULIEREN;15158,00;15158,00;151,00;15007,00;24;;
22/03/2019;;;;;ONDERNEMINGEN;8172,00;7829,00;668,00;7161,00;262;;
22/03/2019;;;;;TOESLAGEN;6784,00;6784,00;62,00;6722,00;6;;
22/03/2019;;;;;INTERMEDIAIRS;4431,00;4244,00;178,00;4066,00;99;;
22/03/2019;;;;;AUTO;3460,00;3460,00;34,00;3426,00;12;;
22/03/2019;;;;;OVERIG;3267,00;3262,00;93,00;3169,00;125;;
22/03/2019;;;;;BUITENLAND;2977,00;2967,00;311,00;2656,00;177;;
22/03/2019;;;;;DOUANE;253,00;250,00;18,00;232,00;50;;
25/03/2019;62655,00;62630,00;8327,00;3626,00;TOTAAL;67311,00;66909,00;3975,00;62934,00;144;;
25/03/2019;;;;;PARTICULIEREN;25872,00;25754,00;1421,00;24333,00;150;;
25/03/2019;;;;;ONDERNEMINGEN;10693,00;10538,00;698,00;9840,00;213;;
25/03/2019;;;;;TOESLAGEN;10297,00;10297,00;272,00;10025,00;46;;
25/03/2019;;;;;OVERIG;5871,00;5795,00;327,00;5468,00;220;;
25/03/2019;;;;;INTERMEDIAIRS;5197,00;5197,00;128,00;5069,00;54;;
25/03/2019;;;;;BUITENLAND;4547,00;4515,00;949,00;3566,00;314;;
25/03/2019;;;;;AUTO;4498,00;4478,00;158,00;4320,00;62;;
25/03/2019;;;;;DOUANE;336,00;335,00;22,00;313,00;37;;
26/03/2019;52294,00;52278,00;6269,00;2633,00;TOTAAL;57782,00;57505,00;2610,00;54895,00;91;;
26/03/2019;;;;;PARTICULIEREN;20752,00;20747,00;562,00;20185,00;66;;
26/03/2019;;;;;ONDERNEMINGEN;9556,00;9471,00;381,00;9090,00;131;;
26/03/2019;;;;;TOESLAGEN;8928,00;8928,00;195,00;8733,00;31;;
26/03/2019;;;;;INTERMEDIAIRS;5511,00;5511,00;80,00;5431,00;26;;
26/03/2019;;;;;OVERIG;4798,00;4773,00;203,00;4570,00;162;;
26/03/2019;;;;;BUITENLAND;3995,00;3857,00;1062,00;2795,00;400;;
26/03/2019;;;;;AUTO;3901,00;3900,00;100,00;3800,00;45;;
26/03/2019;;;;;DOUANE;341,00;318,00;27,00;291,00;68;;
27/03/2019;47913,00;47898,00;5805,00;2417,00;TOTAAL;52819,00;52356,00;2289,00;50067,00;93;;
27/03/2019;;;;;PARTICULIEREN;18826,00;18772,00;410,00;18362,00;64;;
27/03/2019;;;;;ONDERNEMINGEN;8329,00;8329,00;246,00;8083,00;101;;
27/03/2019;;;;;TOESLAGEN;7826,00;7826,00;110,00;7716,00;18;;
27/03/2019;;;;;INTERMEDIAIRS;5163,00;5163,00;56,00;5107,00;12;;
27/03/2019;;;;;AUTO;4325,00;4107,00;162,00;3945,00;98;;
27/03/2019;;;;;OVERIG;4192,00;4175,00;296,00;3879,00;232;;
27/03/2019;;;;;BUITENLAND;3833,00;3663,00;981,00;2682,00;423;;
27/03/2019;;;;;DOUANE;325,00;321,00;28,00;293,00;98;;
28/03/2019;45296,00;45271,00;5524,00;2354,00;TOTAAL;49977,00;49385,00;2369,00;47016,00;102;;
28/03/2019;;;;;PARTICULIEREN;17454,00;17283,00;565,00;16718,00;80;;
28/03/2019;;;;;ONDERNEMINGEN;8308,00;8115,00;359,00;7756,00;158;;
28/03/2019;;;;;TOESLAGEN;7420,00;7420,00;87,00;7333,00;12;;
28/03/2019;;;;;INTERMEDIAIRS;5089,00;5089,00;81,00;5008,00;32;;
28/03/2019;;;;;OVERIG;3988,00;3959,00;156,00;3803,00;142;;
28/03/2019;;;;;AUTO;3830,00;3740,00;192,00;3548,00;112;;
28/03/2019;;;;;BUITENLAND;3557,00;3449,00;908,00;2541,00;407;;
28/03/2019;;;;;DOUANE;331,00;330,00;21,00;309,00;53;;
29/03/2019;40144,00;40128,00;4811,00;2292,00;TOTAAL;44641,00;44508,00;1820,00;42688,00;91;;
29/03/2019;;;;;PARTICULIEREN;15873,00;15873,00;221,00;15652,00;37;;
29/03/2019;;;;;ONDERNEMINGEN;7980,00;7956,00;444,00;7512,00;203;;
29/03/2019;;;;;TOESLAGEN;5876,00;5876,00;73,00;5803,00;7;;
29/03/2019;;;;;INTERMEDIAIRS;4747,00;4738,00;120,00;4618,00;71;;
29/03/2019;;;;;AUTO;3470,00;3454,00;126,00;3328,00;54;;
29/03/2019;;;;;OVERIG;3316,00;3301,00;90,00;3211,00;102;;
29/03/2019;;;;;BUITENLAND;3087,00;3024,00;729,00;2295,00;392;;
29/03/2019;;;;;DOUANE;292,00;286,00;17,00;269,00;53;;
01/04/2019;52150,00;52121,00;6576,00;3146,00;TOTAAL;56388,00;56208,00;3099,00;53109,00;136;;
01/04/2019;;;;;PARTICULIEREN;20569,00;20509,00;1290,00;19219,00;173;;
01/04/2019;;;;;ONDERNEMINGEN;9920,00;9877,00;356,00;9521,00;125;;
01/04/2019;;;;;TOESLAGEN;8580,00;8580,00;321,00;8259,00;89;;
01/04/2019;;;;;INTERMEDIAIRS;4868,00;4868,00;55,00;4813,00;20;;
01/04/2019;;;;;OVERIG;4210,00;4161,00;172,00;3989,00;193;;
01/04/2019;;;;;AUTO;4020,00;4017,00;101,00;3916,00;53;;
01/04/2019;;;;;BUITENLAND;3910,00;3885,00;789,00;3096,00;285;;
01/04/2019;;;;;DOUANE;311,00;311,00;15,00;296,00;37;;
02/04/2019;46509,00;46484,00;5737,00;2525,00;TOTAAL;50806,00;50406,00;2412,00;47994,00;99;;
02/04/2019;;;;;PARTICULIEREN;17132,00;16956,00;618,00;16338,00;87;;
02/04/2019;;;;;ONDERNEMINGEN;8860,00;8818,00;324,00;8494,00;116;;
02/04/2019;;;;;TOESLAGEN;8360,00;8360,00;114,00;8246,00;22;;
02/04/2019;;;;;INTERMEDIAIRS;4908,00;4908,00;43,00;4865,00;20;;
02/04/2019;;;;;OVERIG;3949,00;3904,00;269,00;3635,00;233;;
02/04/2019;;;;;AUTO;3750,00;3747,00;114,00;3633,00;47;;
02/04/2019;;;;;BUITENLAND;3550,00;3417,00;919,00;2498,00;408;;
02/04/2019;;;;;DOUANE;297,00;296,00;11,00;285,00;37;;
03/04/2019;43658,00;43609,00;5289,00;2442,00;TOTAAL;47392,00;46827,00;3315,00;43512,00;151;;
03/04/2019;;;;;PARTICULIEREN;16288,00;16185,00;1347,00;14838,00;205;;
03/04/2019;;;;;ONDERNEMINGEN;7979,00;7963,00;310,00;7653,00;136;;
03/04/2019;;;;;TOESLAGEN;7635,00;7635,00;116,00;7519,00;26;;
03/04/2019;;;;;INTERMEDIAIRS;4604,00;4604,00;67,00;4537,00;28;;
03/04/2019;;;;;BUITENLAND;3587,00;3275,00;1053,00;2222,00;502;;
03/04/2019;;;;;OVERIG;3552,00;3466,00;257,00;3209,00;255;;
03/04/2019;;;;;AUTO;3432,00;3385,00;138,00;3247,00;75;;
03/04/2019;;;;;DOUANE;315,00;314,00;27,00;287,00;34;;
04/04/2019;40344,00;40319,00;4702,00;2152,00;TOTAAL;44421,00;43962,00;2209,00;41753,00;97;;
04/04/2019;;;;;PARTICULIEREN;14450,00;14358,00;555,00;13803,00;98;;
04/04/2019;;;;;TOESLAGEN;7512,00;7512,00;79,00;7433,00;10;;
04/04/2019;;;;;ONDERNEMINGEN;7387,00;7358,00;306,00;7052,00;110;;
04/04/2019;;;;;INTERMEDIAIRS;4684,00;4678,00;66,00;4612,00;20;;
04/04/2019;;;;;OVERIG;3444,00;3417,00;168,00;3249,00;205;;
04/04/2019;;;;;BUITENLAND;3420,00;3165,00;927,00;2238,00;408;;
04/04/2019;;;;;AUTO;3206,00;3162,00;89,00;3073,00;54;;
04/04/2019;;;;;DOUANE;318,00;312,00;19,00;293,00;49;;
05/04/2019;32114,00;32098,00;3837,00;1647,00;TOTAAL;36229,00;36046,00;1620,00;34426,00;88;;
05/04/2019;;;;;PARTICULIEREN;12073,00;12073,00;271,00;11802,00;59;;
05/04/2019;;;;;ONDERNEMINGEN;5934,00;5906,00;218,00;5688,00;108;;
05/04/2019;;;;;TOESLAGEN;5620,00;5620,00;84,00;5536,00;11;;
05/04/2019;;;;;INTERMEDIAIRS;3679,00;3670,00;80,00;3590,00;44;;
05/04/2019;;;;;AUTO;2973,00;2970,00;49,00;2921,00;23;;
05/04/2019;;;;;OVERIG;2849,00;2829,00;171,00;2658,00;218;;
05/04/2019;;;;;BUITENLAND;2846,00;2723,00;729,00;1994,00;414;;
05/04/2019;;;;;DOUANE;255,00;255,00;18,00;237,00;42;;
08/04/2019;46238,00;46192,00;6672,00;2847,00;TOTAAL;49737,00;49553,00;1853,00;47700,00;70;;
08/04/2019;;;;;PARTICULIEREN;17377,00;17377,00;244,00;17133,00;31;;
08/04/2019;;;;;ONDERNEMINGEN;8056,00;8056,00;182,00;7874,00;81;;
08/04/2019;;;;;TOESLAGEN;7769,00;7769,00;104,00;7665,00;14;;
